COU,SEX,Time,Value
NOR,MEN,2011,74.1
NOR,WOMEN,2011,68.7
NOR,ALL_PERSONS,2012,71.5
NOR,MEN,2012,74.4
NOR,WOMEN,2012,68.6
NOR,ALL_PERSONS,2013,71.2
NOR,MEN,2013,73.9
NOR,WOMEN,2013,68.4
NOR,ALL_PERSONS,2014,71
NOR,MEN,2014,73.6
NOR,WOMEN,2014,68.3
POL,ALL_PERSONS,2000,56.6
POL,MEN,2000,64.1
POL,WOMEN,2000,49.7
POL,ALL_PERSONS,2001,56.3
POL,MEN,2001,63.8
POL,WOMEN,2001,49.5
POL,ALL_PERSONS,2002,55.4
POL,MEN,2002,62.9
POL,WOMEN,2002,48.6
POL,ALL_PERSONS,2003,54.7
POL,MEN,2003,62.2
POL,WOMEN,2003,48
POL,ALL_PERSONS,2004,54.7
POL,MEN,2004,62.3
POL,WOMEN,2004,47.8
POL,ALL_PERSONS,2005,54.9
POL,MEN,2005,62.8
POL,WOMEN,2005,47.7
POL,ALL_PERSONS,2006,54
POL,MEN,2006,62.1
POL,WOMEN,2006,46.6
POL,ALL_PERSONS,2007,53.7
POL,MEN,2007,61.9
POL,WOMEN,2007,46.3
POL,ALL_PERSONS,2008,54.2
POL,MEN,2008,62.7
POL,WOMEN,2008,46.6
POL,ALL_PERSONS,2009,54.9
POL,MEN,2009,63.4
POL,WOMEN,2009,47.3
POL,ALL_PERSONS,2010,55.3
POL,MEN,2010,63.7
POL,WOMEN,2010,47.6
POL,ALL_PERSONS,2011,55.5
POL,MEN,2011,64
POL,WOMEN,2011,47.8
POL,ALL_PERSONS,2012,55.9
POL,MEN,2012,64.3
POL,WOMEN,2012,48.1
POL,ALL_PERSONS,2013,55.9
POL,MEN,2013,64.4
POL,WOMEN,2013,48.2
POL,ALL_PERSONS,2014,56.2
POL,MEN,2014,64.7
POL,WOMEN,2014,48.5
PRT,ALL_PERSONS,2000,61
PRT,MEN,2000,69.8
PRT,WOMEN,2000,52.9
PRT,ALL_PERSONS,2001,61.5
PRT,MEN,2001,70.2
PRT,WOMEN,2001,53.5
PRT,ALL_PERSONS,2002,61.9
PRT,MEN,2002,70.5
PRT,WOMEN,2002,54.2
PRT,ALL_PERSONS,2003,61.9
PRT,MEN,2003,69.9
PRT,WOMEN,2003,54.6
PRT,ALL_PERSONS,2004,61.6
PRT,MEN,2004,69.4
PRT,WOMEN,2004,54.5
PRT,ALL_PERSONS,2005,61.9
PRT,MEN,2005,69.1
PRT,WOMEN,2005,55.3
PRT,ALL_PERSONS,2006,62.1
PRT,MEN,2006,69.3
PRT,WOMEN,2006,55.5
PRT,ALL_PERSONS,2007,62.2
PRT,MEN,2007,69.2
PRT,WOMEN,2007,56
PRT,ALL_PERSONS,2008,62
PRT,MEN,2008,68.9
PRT,WOMEN,2008,55.8
PRT,ALL_PERSONS,2009,61.4
PRT,MEN,2009,67.7
PRT,WOMEN,2009,55.6
PRT,ALL_PERSONS,2010,61.2
PRT,MEN,2010,67.2
PRT,WOMEN,2010,55.9
PRT,ALL_PERSONS,2011,60.5
PRT,MEN,2011,67.1
PRT,WOMEN,2011,54.6
PRT,ALL_PERSONS,2012,60.2
PRT,MEN,2012,66.3
PRT,WOMEN,2012,54.7
PRT,ALL_PERSONS,2013,59.3
PRT,MEN,2013,65.1
PRT,WOMEN,2013,54.1
PRT,ALL_PERSONS,2014,58.8
PRT,MEN,2014,64.5
PRT,WOMEN,2014,53.8
SVK,ALL_PERSONS,2000,60.1
SVK,MEN,2000,68.2
SVK,WOMEN,2000,52.6
SVK,ALL_PERSONS,2001,60.6
SVK,MEN,2001,68.9
SVK,WOMEN,2001,53
SVK,ALL_PERSONS,2002,60.1
SVK,MEN,2002,68.3
SVK,WOMEN,2002,52.6
SVK,ALL_PERSONS,2003,60.3
SVK,MEN,2003,68.3
SVK,WOMEN,2003,52.9
SVK,ALL_PERSONS,2004,60.1
SVK,MEN,2004,68.3
SVK,WOMEN,2004,52.5
SVK,ALL_PERSONS,2005,59.4
SVK,MEN,2005,68.3
SVK,WOMEN,2005,51.3
SVK,ALL_PERSONS,2006,59.1
SVK,MEN,2006,68.1
SVK,WOMEN,2006,50.7
SVK,ALL_PERSONS,2007,58.8
SVK,MEN,2007,67.7
SVK,WOMEN,2007,50.5
SVK,ALL_PERSONS,2008,59.3
SVK,MEN,2008,68.3
SVK,WOMEN,2008,51.1
SVK,ALL_PERSONS,2009,58.9
SVK,MEN,2009,68.1
SVK,WOMEN,2009,50.3
SVK,ALL_PERSONS,2010,59.9
SVK,MEN,2010,68.5
SVK,WOMEN,2010,51.8
SVK,ALL_PERSONS,2011,58.8
SVK,MEN,2011,68
SVK,WOMEN,2011,50.1
SVK,ALL_PERSONS,2012,59.2
SVK,MEN,2012,68.4
SVK,WOMEN,2012,50.7
SVK,ALL_PERSONS,2013,59.3
SVK,MEN,2013,68.1
SVK,WOMEN,2013,51
SVK,ALL_PERSONS,2014,59.3
SVK,MEN,2014,68.2
SVK,WOMEN,2014,51.1
SVN,ALL_PERSONS,2000,57.7
SVN,MEN,2000,64.2
SVN,WOMEN,2000,51.5
SVN,ALL_PERSONS,2001,58
SVN,MEN,2001,64.8
SVN,WOMEN,2001,51.6
SVN,ALL_PERSONS,2002,57.4
SVN,MEN,2002,64.1
SVN,WOMEN,2002,51.1
SVN,ALL_PERSONS,2003,56.5
SVN,MEN,2003,63.5
SVN,WOMEN,2003,50
SVN,ALL_PERSONS,2004,59
SVN,MEN,2004,65.9
SVN,WOMEN,2004,52.5
SVN,ALL_PERSONS,2005,59.2
SVN,MEN,2005,66
SVN,WOMEN,2005,52.9
SVN,ALL_PERSONS,2006,59.3
SVN,MEN,2006,65.7
SVN,WOMEN,2006,53.3
SVN,ALL_PERSONS,2007,59.7
SVN,MEN,2007,66.4
SVN,WOMEN,2007,53.3
SVN,ALL_PERSONS,2008,59.5
SVN,MEN,2008,65.6
SVN,WOMEN,2008,53.5
SVN,ALL_PERSONS,2009,59.4
SVN,MEN,2009,65.5
SVN,WOMEN,2009,53.6
SVN,ALL_PERSONS,2010,59.2
SVN,MEN,2010,65.3
SVN,WOMEN,2010,53.3
SVN,ALL_PERSONS,2011,57.9
SVN,MEN,2011,63.7
SVN,WOMEN,2011,52.3
SVN,ALL_PERSONS,2012,57.5
SVN,MEN,2012,63
SVN,WOMEN,2012,52.2
SVN,ALL_PERSONS,2013,57.2
SVN,MEN,2013,63.1
SVN,WOMEN,2013,51.6
SVN,ALL_PERSONS,2014,57.7
SVN,MEN,2014,63.3
SVN,WOMEN,2014,52.2
ESP,ALL_PERSONS,2000,53.8
ESP,MEN,2000,67.1
ESP,WOMEN,2000,41.3
ESP,ALL_PERSONS,2001,53
ESP,MEN,2001,66.5
ESP,WOMEN,2001,40.3
ESP,ALL_PERSONS,2002,54.6
ESP,MEN,2002,67.1
ESP,WOMEN,2002,42.7
ESP,ALL_PERSONS,2003,55.8
ESP,MEN,2003,67.9
ESP,WOMEN,2003,44.4
ESP,ALL_PERSONS,2004,56.7
ESP,MEN,2004,68.2
ESP,WOMEN,2004,45.7
ESP,ALL_PERSONS,2005,57.8
ESP,MEN,2005,69
ESP,WOMEN,2005,47
ESP,ALL_PERSONS,2006,58.6
ESP,MEN,2006,69.2
ESP,WOMEN,2006,48.5
ESP,ALL_PERSONS,2007,59.3
ESP,MEN,2007,69.4
ESP,WOMEN,2007,49.5
ESP,ALL_PERSONS,2008,60.1
ESP,MEN,2008,69.5
ESP,WOMEN,2008,50.9
ESP,ALL_PERSONS,2009,60.2
ESP,MEN,2009,68.6
ESP,WOMEN,2009,52
ESP,ALL_PERSONS,2010,60.3
ESP,MEN,2010,68.2
ESP,WOMEN,2010,52.7
ESP,ALL_PERSONS,2011,60.3
ESP,MEN,2011,67.6
ESP,WOMEN,2011,53.4
ESP,ALL_PERSONS,2012,60.4
ESP,MEN,2012,67.1
ESP,WOMEN,2012,54
ESP,ALL_PERSONS,2013,60
ESP,MEN,2013,66.4
ESP,WOMEN,2013,53.9
ESP,ALL_PERSONS,2014,59.6
ESP,MEN,2014,65.8
ESP,WOMEN,2014,53.7
SWE,ALL_PERSONS,2000,70.9
SWE,MEN,2000,74.3
SWE,WOMEN,2000,67.5
SWE,ALL_PERSONS,2001,71.3
SWE,MEN,2001,74.3
SWE,WOMEN,2001,68.2
SWE,ALL_PERSONS,2002,71.3
SWE,MEN,2002,74.3
SWE,WOMEN,2002,68.2
SWE,ALL_PERSONS,2003,71.1
SWE,MEN,2003,73.9
SWE,WOMEN,2003,68.1
SWE,ALL_PERSONS,2004,70.8
SWE,MEN,2004,73.6
SWE,WOMEN,2004,67.9
SWE,ALL_PERSONS,2005,72
SWE,MEN,2005,75.2
SWE,WOMEN,2005,68.8
SWE,ALL_PERSONS,2006,72.1
SWE,MEN,2006,75.1
SWE,WOMEN,2006,69
SWE,ALL_PERSONS,2007,71.2
SWE,MEN,2007,73.9
SWE,WOMEN,2007,68.3
SWE,ALL_PERSONS,2008,71.2
SWE,MEN,2008,74.1
SWE,WOMEN,2008,68.3
SWE,ALL_PERSONS,2009,70.6
SWE,MEN,2009,73.5
SWE,WOMEN,2009,67.6
SWE,ALL_PERSONS,2010,70.5
SWE,MEN,2010,73.8
SWE,WOMEN,2010,67.1
SWE,ALL_PERSONS,2011,70.9
SWE,MEN,2011,73.9
SWE,WOMEN,2011,67.9
SWE,ALL_PERSONS,2012,71.1
SWE,MEN,2012,73.9
SWE,WOMEN,2012,68.3
SWE,ALL_PERSONS,2013,71.5
SWE,MEN,2013,74.2
SWE,WOMEN,2013,68.7
SWE,ALL_PERSONS,2014,71.9
SWE,MEN,2014,74.7
SWE,WOMEN,2014,69.1
CHE,ALL_PERSONS,2000,67.4
CHE,MEN,2000,77.8
CHE,WOMEN,2000,57.6
CHE,ALL_PERSONS,2001,67.8
CHE,MEN,2001,77.4
CHE,WOMEN,2001,58.8
CHE,ALL_PERSONS,2002,67.7
CHE,MEN,2002,76.7
CHE,WOMEN,2002,59.3
CHE,ALL_PERSONS,2003,67.8
CHE,MEN,2003,76.8
CHE,WOMEN,2003,59.5
CHE,ALL_PERSONS,2004,67.3
CHE,MEN,2004,76
CHE,WOMEN,2004,59.1
CHE,ALL_PERSONS,2005,67
CHE,MEN,2005,75.1
CHE,WOMEN,2005,59.3
CHE,ALL_PERSONS,2006,67.4
CHE,MEN,2006,75.4
CHE,WOMEN,2006,59.8
CHE,ALL_PERSONS,2007,67.6
CHE,MEN,2007,75.8
CHE,WOMEN,2007,59.9
CHE,ALL_PERSONS,2008,68.2
CHE,MEN,2008,75.5
CHE,WOMEN,2008,61.3
CHE,ALL_PERSONS,2009,68.2
CHE,MEN,2009,75.2
CHE,WOMEN,2009,61.6
CHE,ALL_PERSONS,2010,67.8
CHE,MEN,2010,75.2
CHE,WOMEN,2010,60.8
CHE,ALL_PERSONS,2011,68
CHE,MEN,2011,75.5
CHE,WOMEN,2011,60.8
CHE,ALL_PERSONS,2012,68.2
CHE,MEN,2012,75.5
CHE,WOMEN,2012,61.2
CHE,ALL_PERSONS,2013,68.3
CHE,MEN,2013,75.1
CHE,WOMEN,2013,61.9
CHE,ALL_PERSONS,2014,68.7
CHE,MEN,2014,75
CHE,WOMEN,2014,62.6
TUR,ALL_PERSONS,2000,49.9
TUR,MEN,2000,73.7
TUR,WOMEN,2000,26.6
TUR,ALL_PERSONS,2001,49.8
TUR,MEN,2001,72.9
TUR,WOMEN,2001,27.1
TUR,ALL_PERSONS,2002,49.6
TUR,MEN,2002,71.6
TUR,WOMEN,2002,27.9
TUR,ALL_PERSONS,2003,48.3
TUR,MEN,2003,70.4
TUR,WOMEN,2003,26.6
TUR,ALL_PERSONS,2004,46.3
TUR,MEN,2004,70.3
TUR,WOMEN,2004,23.3
TUR,ALL_PERSONS,2005,46.4
TUR,MEN,2005,70.6
TUR,WOMEN,2005,23.3
TUR,ALL_PERSONS,2006,46.3
TUR,MEN,2006,69.9
TUR,WOMEN,2006,23.6
TUR,ALL_PERSONS,2007,46.2
TUR,MEN,2007,69.8
TUR,WOMEN,2007,23.6
TUR,ALL_PERSONS,2008,46.9
TUR,MEN,2008,70.1
TUR,WOMEN,2008,24.5
TUR,ALL_PERSONS,2009,47.9
TUR,MEN,2009,70.5
TUR,WOMEN,2009,26
TUR,ALL_PERSONS,2010,48.8
TUR,MEN,2010,70.8
TUR,WOMEN,2010,27.6
TUR,ALL_PERSONS,2011,49.9
TUR,MEN,2011,71.7
TUR,WOMEN,2011,28.8
TUR,ALL_PERSONS,2012,50
TUR,MEN,2012,71
TUR,WOMEN,2012,29.5
TUR,ALL_PERSONS,2013,50.8
TUR,MEN,2013,71.5
TUR,WOMEN,2013,30.8
TUR,ALL_PERSONS,2014,50.5
TUR,MEN,2014,71.3
TUR,WOMEN,2014,30.3
GBR,ALL_PERSONS,2000,62.6
GBR,MEN,2000,71.1
GBR,WOMEN,2000,54.9
GBR,ALL_PERSONS,2001,62.3
GBR,MEN,2001,70.4
GBR,WOMEN,2001,54.9
GBR,ALL_PERSONS,2002,62.7
GBR,MEN,2002,70.5
GBR,WOMEN,2002,55.4
GBR,ALL_PERSONS,2003,62.8
GBR,MEN,2003,70.9
GBR,WOMEN,2003,55.3
GBR,ALL_PERSONS,2004,62.8
GBR,MEN,2004,70.4
GBR,WOMEN,2004,55.7
GBR,ALL_PERSONS,2005,62.9
GBR,MEN,2005,70.3
GBR,WOMEN,2005,55.9
GBR,ALL_PERSONS,2006,63.4
GBR,MEN,2006,70.7
GBR,WOMEN,2006,56.6
GBR,ALL_PERSONS,2007,63.2
GBR,MEN,2007,70.6
GBR,WOMEN,2007,56.2
GBR,ALL_PERSONS,2008,63.4
GBR,MEN,2008,70.7
GBR,WOMEN,2008,56.5
GBR,ALL_PERSONS,2009,63.2
GBR,MEN,2009,70.2
GBR,WOMEN,2009,56.6
GBR,ALL_PERSONS,2010,62.9
GBR,MEN,2010,69.6
GBR,WOMEN,2010,56.6
GBR,ALL_PERSONS,2011,63
GBR,MEN,2011,69.6
GBR,WOMEN,2011,56.7
GBR,ALL_PERSONS,2012,63.1
GBR,MEN,2012,69.7
GBR,WOMEN,2012,56.8
GBR,ALL_PERSONS,2013,63.1
GBR,MEN,2013,69.3
GBR,WOMEN,2013,57.2
GBR,ALL_PERSONS,2014,63.2
GBR,MEN,2014,69.2
GBR,WOMEN,2014,57.6
