COU,Value,fillKey
TUR,28.8,30
ITA,38.8,40
GRC,43.8,50
BEL,47.0,50
POL,47.8,50
HUN,49.1,50
CZE,49.5,50
SVK,50.1,60
LUX,50.3,60
FRA,51.6,60
SVN,52.3,60
LTU,52.7,60
LVA,53.1,60
IRL,53.2,60
ESP,53.4,60
DEU,54.0,60
AUT,54.5,60
PRT,54.6,60
GBR,56.7,60
NLD,58.9,60
DNK,59.6,60
CHE,60.8,70
EST,63.6,70
FIN,63.6,70
SWE,67.9,70
NOR,68.7,70
ISL,77.0,80
