COU,Value,fillKey
TUR,24.5,30
ITA,39.1,40
GRC,42.4,50
POL,46.6,50
BEL,46.9,50
HUN,47.6,50
LUX,48.1,50
CZE,49.3,50
LTU,50.5,60
ESP,50.9,60
SVK,51.1,60
FRA,51.3,60
DEU,52.5,60
AUT,53.4,60
SVN,53.5,60
IRL,54.5,60
LVA,55.0,60
PRT,55.8,60
GBR,56.5,60
NLD,58.4,60
DNK,60.9,70
CHE,61.3,70
EST,62.0,70
FIN,65.2,70
SWE,68.3,70
NOR,70.7,80
ISL,77.7,80
